"customer_id","total_orders","total_spend","avg_order_value","customer_tenure_days","orders_last_30d","days_since_last_order","category_diversity","delivery_risk","cltv_label"
"31978160",1,"1608.11","1608.11",209,0,209,1,"0","0"
"31981068",1,"2405.76","2405.76",75,0,75,1,"0.3111111111111111","0"
"32003512",2,"4934.72","2467.36",130,0,92,2,"0.044444444444444446","0"
"32006907",1,"2494.47","2494.47",27,1,27,1,"0.13333333333333333","0"
"32019725",3,"10448.23","3482.7433333333333",435,0,65,2,"0.037037037037037035","0"
"32054313",4,"8517.32","2129.33",346,1,19,3,"0.13333333333333333","0"
"32203588",2,"929.38","464.69",343,1,11,2,"0.12222222222222222","0"
"32293017",5,"9683.43","1936.686",563,0,101,5,"0.2222222222222222","0"
"32426778",1,"4827.19","4827.19",55,0,55,1,"0.35555555555555557","0"
"32500305",2,"2052.78","1026.39",285,0,270,1,"0.3888888888888889","0"
"32527479",4,"10032.45","2508.1125",573,0,84,2,"0.16666666666666666","0"
"32540616",1,"4248.74","4248.74",302,0,302,1,"0.022222222222222223","0"
"32564478",1,"3025.16","3025.16",106,0,106,1,"0","0"
"32585389",2,"6848.08","3424.04",537,0,113,2,"0.05555555555555555","0"
"32595806",1,"1628.06","1628.06",298,0,298,1,"0.022222222222222223","0"
"32635818",2,"4563.68","2281.84",378,0,41,2,"0.16666666666666666","0"
"32656885",1,"1540.06","1540.06",123,0,123,1,"0","0"
"32797235",4,"8139.77","2034.9425",486,1,10,4,"0.022222222222222223","0"
"32809328",2,"709.82","354.91",213,0,92,2,"0","0"
"32830199",4,"7668.9","1917.225",509,1,6,3,"0.10555555555555556","0"
"32868927",1,"634.28","634.28",102,0,102,1,"0.13333333333333333","0"
"35402531",2,"5781.3","2890.65",378,0,66,2,"0.1111111111111111","0"
"32929817",2,"3955.4","1977.7",424,0,70,2,"0.011111111111111112","0"
"32987624",4,"8339.88","2084.97",599,0,54,3,"0.20555555555555555","0"
"33034249",2,"6554.72","3277.36",406,0,403,2,"0","0"
"33280073",1,"989.77","989.77",444,0,444,1,"0","0"
"33295496",1,"3502.77","3502.77",40,0,40,1,"0","0"
"33331259",4,"9616.06","2404.015",489,0,146,3,"0.005555555555555556","0"
"33370343",1,"3570.08","3570.08",463,0,463,1,"0.06666666666666667","0"
"33472376",2,"7828.88","3914.44",437,0,75,2,"0.1111111111111111","0"
"33481252",4,"9717.52","2429.38",571,0,462,3,"0.08888888888888889","0"
"33544355",2,"5835.95","2917.975",337,0,310,2,"0.5444444444444444","0"
"33608451",1,"3352.28","3352.28",507,0,507,1,"0.17777777777777778","0"
"33617546",1,"4428.29","4428.29",57,0,57,1,"0","0"
"33651554",2,"9397.9","4698.95",224,0,37,2,"0.022222222222222223","0"
"33658749",2,"1056.98","528.49",499,0,261,2,"0.35555555555555557","0"
"33675108",4,"5719.78","1429.945",479,1,22,2,"0.06666666666666667","0"
"33685414",2,"2138.62","1069.31",460,0,401,2,"0.4222222222222222","0"
"33706378",2,"6896.68","3448.34",404,0,188,2,"0.2777777777777778","0"
"33741801",3,"9840.46","3280.153333333333",389,1,19,3,"0.17777777777777778","0"
"33871107",3,"10453.99","3484.6633333333334",376,0,155,3,"0.2074074074074074","0"
"33998721",1,"3038.93","3038.93",134,0,134,1,"0.022222222222222223","0"
"34074184",1,"1492.14","1492.14",323,0,323,1,"0.26666666666666666","0"
"34095555",4,"6863.51","1715.8775",590,0,280,3,"0.06111111111111111","0"
"34156884",2,"1794.35","897.175",455,0,426,2,"0.1","0"
"34237583",3,"7363","2454.3333333333335",514,0,80,3,"0.21481481481481482","0"
"34281470",3,"7879.19","2626.3966666666665",364,0,141,3,"0.28888888888888886","0"
"34381941",1,"2310.95","2310.95",431,0,431,1,"0","0"
"34425723",1,"890.42","890.42",100,0,100,1,"0.3111111111111111","0"
"34526442",1,"4073.52","4073.52",17,1,17,1,"0.022222222222222223","0"
"34526570",2,"1185.52","592.76",568,0,393,2,"0.1","0"
"34567918",3,"6555.66","2185.22",284,1,1,3,"0.06666666666666667","0"
"34580200",1,"2174.92","2174.92",542,0,542,1,"0","0"
"34588087",2,"6688.84","3344.42",382,0,375,2,"0","0"
"34655710",3,"3258.98","1086.3266666666666",330,0,93,2,"0.17037037037037037","0"
"34668988",4,"6715.21","1678.8025",462,0,38,4,"0.21666666666666667","0"
"34697768",1,"3293.03","3293.03",529,0,529,1,"0.2222222222222222","0"
"34713143",1,"2577.7","2577.7",428,0,428,1,"0","0"
"34755436",3,"7746.73","2582.2433333333333",569,0,161,3,"0.014814814814814815","0"
"34761418",1,"2457.2","2457.2",397,0,397,1,"0.3333333333333333","0"
"34768050",2,"5012.68","2506.34",556,0,186,2,"0.08888888888888889","0"
"34787383",4,"3963.52","990.88",443,0,115,3,"0.18888888888888888","0"
"34835738",3,"9399.95","3133.3166666666666",372,0,88,3,"0.1925925925925926","0"
"34839913",3,"7986.43","2662.1433333333334",236,0,116,3,"0.1037037037037037","0"
"34853377",3,"4021.03","1340.3433333333332",425,0,78,3,"0.43703703703703706","0"
"34897081",2,"4763.95","2381.975",442,0,155,1,"0.011111111111111112","0"
"35049420",1,"3483.31","3483.31",119,0,119,1,"0.3111111111111111","0"
"35133191",1,"1725.22","1725.22",234,0,234,1,"0.2","0"
"35144658",1,"3834.36","3834.36",482,0,482,1,"0","0"
"35156679",3,"6666.26","2222.0866666666666",470,0,144,3,"0.014814814814814815","0"
"35237846",1,"2010.17","2010.17",169,0,169,1,"0","0"
"35278126",2,"5868.7","2934.35",575,0,469,2,"0.35555555555555557","0"
"35302195",2,"2391.94","1195.97",301,0,55,1,"0.25555555555555554","0"
"35349582",2,"3572.83","1786.415",516,0,115,2,"0.1","0"
"35358395",3,"6296.38","2098.7933333333335",591,0,90,3,"0.13333333333333333","0"
"58893807",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"35434373",3,"5418.07","1806.0233333333333",425,0,316,3,"0.037037037037037035","0"
"35435896",1,"1714.38","1714.38",195,0,195,1,"0.1111111111111111","0"
"35455991",2,"4867.96","2433.98",516,0,401,2,"0.044444444444444446","0"
"35459748",3,"6500.94","2166.98",499,1,16,2,"0.08888888888888889","0"
"35554129",2,"6012.49","3006.245",545,0,89,2,"0.13333333333333333","0"
"35690581",2,"5990.57","2995.285",593,0,212,1,"0.14444444444444443","0"
"35705377",3,"5952.07","1984.0233333333333",328,0,267,3,"0.1925925925925926","0"
"35782051",2,"7050.12","3525.06",487,0,35,2,"0.3111111111111111","0"
"35812567",1,"3043.32","3043.32",252,0,252,1,"0.022222222222222223","0"
"35826539",3,"11471.11","3823.7033333333334",590,0,408,3,"0.06666666666666667","0"
"35885052",2,"2179.77","1089.885",376,0,40,2,"0.022222222222222223","0"
"35912599",4,"7142.09","1785.5225",434,1,28,4,"0.2388888888888889","0"
"35988028",4,"8451.94","2112.985",569,0,282,3,"0.10555555555555556","0"
"36142455",3,"7136.39","2378.7966666666666",542,0,44,3,"0.13333333333333333","0"
"36146306",3,"4584.62","1528.2066666666667",298,0,39,2,"0.2074074074074074","0"
"36400756",3,"9050.31","3016.77",329,0,130,3,"0.044444444444444446","0"
"36428139",2,"3897.23","1948.615",597,0,595,2,"0.022222222222222223","0"
"36462363",1,"261.03","261.03",304,0,304,1,"0","0"
"36517334",2,"1359.21","679.605",423,0,314,1,"0.044444444444444446","0"
"36578947",2,"2857.45","1428.725",200,1,3,2,"0.1111111111111111","0"
"36587003",1,"1765.22","1765.22",493,0,493,1,"0.2222222222222222","0"
"36675827",2,"5605.43","2802.715",330,0,214,2,"0.03333333333333333","0"
"36737539",4,"11578.98","2894.745",575,0,184,2,"0.08888888888888889","0"
"36774480",2,"3180.26","1590.13",166,0,141,2,"0.044444444444444446","0"
"36833857",4,"10131.82","2532.955",557,0,50,3,"0.05","0"
"36885115",1,"1363.04","1363.04",475,0,475,1,"0.06666666666666667","0"
"36998375",2,"5234.9","2617.45",586,0,146,2,"0.07777777777777778","0"
"37054866",1,"4269.53","4269.53",152,0,152,1,"0.022222222222222223","0"
"37095171",3,"4820.25","1606.75",92,0,47,3,"0.1925925925925926","0"
"37227953",1,"1735.7","1735.7",3,1,3,1,"0.08888888888888889","0"
"37245065",2,"2856.05","1428.025",130,0,55,2,"0.36666666666666664","0"
"37288781",1,"2685.25","2685.25",276,0,276,1,"0","0"
"37309023",3,"2086.66","695.5533333333333",293,1,16,3,"0.1037037037037037","0"
"37362180",2,"4985.01","2492.505",357,0,219,2,"0.05555555555555555","0"
"86839058",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"37551429",2,"2874.26","1437.13",205,0,155,1,"0.06666666666666667","0"
"37556526",4,"8836.16","2209.04",241,0,206,2,"0.03333333333333333","0"
"37633848",1,"3820.42","3820.42",312,0,312,1,"0","0"
"37691544",4,"9006.79","2251.6975",506,0,53,3,"0.3611111111111111","0"
"37702698",2,"5073.92","2536.96",239,0,171,2,"0.044444444444444446","0"
"37759707",3,"8319.23","2773.076666666667",479,1,16,3,"0.14074074074074075","0"
"37802267",1,"927.52","927.52",384,0,384,1,"0.1111111111111111","0"
"37904682",1,"2010.82","2010.82",516,0,516,1,"0","0"
"37915052",1,"3949.87","3949.87",437,0,437,1,"0","0"
"37926207",1,"2762.95","2762.95",343,0,343,1,"0","0"
"37947202",5,"10890.86","2178.172",561,0,243,5,"0.08","0"
"38133873",2,"1851.25","925.625",438,0,122,2,"0.05555555555555555","0"
"38244021",1,"1666.68","1666.68",224,0,224,1,"0.28888888888888886","0"
"38327793",2,"6476.04","3238.02",345,0,166,2,"0.03333333333333333","0"
"38420886",6,"11511.92","1918.6533333333334",568,0,69,6,"0.1925925925925926","0"
"38478423",2,"2499.99","1249.995",358,0,129,2,"0.3333333333333333","0"
"38496400",2,"3703.69","1851.845",406,1,9,2,"0","0"
"38568692",1,"1723.54","1723.54",356,0,356,1,"0","0"
"38613295",1,"580.18","580.18",253,0,253,1,"0.044444444444444446","0"
"38613642",3,"7771.63","2590.5433333333335",530,0,186,3,"0.0962962962962963","0"
"38615653",2,"4027.2","2013.6",246,1,10,2,"0.2111111111111111","0"
"38671747",2,"5092.18","2546.09",578,0,357,2,"0.17777777777777778","0"
"38694209",1,"3043.5","3043.5",401,0,401,1,"0","0"
"38709137",1,"2128.54","2128.54",293,0,293,1,"0","0"
"38728779",2,"4163.94","2081.97",291,0,250,2,"0.03333333333333333","0"
"38780509",1,"940.61","940.61",23,1,23,1,"0","0"
"38808614",2,"7207.4","3603.7",465,0,272,2,"0.03333333333333333","0"
"38875754",4,"6192.06","1548.015",507,0,152,3,"0.15555555555555556","0"
"38902193",4,"9443.15","2360.7875",580,0,216,4,"0.06111111111111111","0"
"38902882",3,"12254.12","4084.7066666666665",206,0,64,3,"0.06666666666666667","0"
"38969732",4,"12006.61","3001.6525",582,0,43,4,"0.06111111111111111","0"
"39042103",3,"7619.79","2539.93",443,0,99,3,"0.037037037037037035","0"
"39093069",3,"7418.35","2472.7833333333333",553,0,94,3,"0.3037037037037037","0"
"39140039",2,"4574.13","2287.065",207,0,81,2,"0","0"
"39150258",1,"1858.93","1858.93",11,1,11,1,"0.1111111111111111","0"
"39153585",3,"4411.3","1470.4333333333334",540,0,99,2,"0.044444444444444446","0"
"39301587",1,"236.51","236.51",156,0,156,1,"0","0"
"39317905",2,"3816.85","1908.425",250,0,116,2,"0.2222222222222222","0"
"39418109",2,"4916.94","2458.47",474,0,176,2,"0.1","0"
"39423691",1,"3130.27","3130.27",375,0,375,1,"0.044444444444444446","0"
"39645619",1,"1039.32","1039.32",151,0,151,1,"0.3333333333333333","0"
"39674723",3,"4470.11","1490.0366666666666",344,0,174,2,"0.2","0"
"39717448",2,"4002.12","2001.06",291,0,156,2,"0.022222222222222223","0"
"39957741",2,"4925.27","2462.635",298,0,60,1,"0.2222222222222222","0"
"39959491",1,"1685.01","1685.01",42,0,42,1,"0","0"
"39976965",2,"2278.81","1139.405",566,0,139,2,"0.03333333333333333","0"
"39999278",1,"5770.21","5770.21",373,0,373,1,"0.1111111111111111","0"
"40055711",3,"8654.36","2884.786666666667",472,0,145,3,"0.1111111111111111","0"
"40085705",2,"4913.09","2456.545",513,0,285,2,"0.044444444444444446","0"
"40117357",1,"2915.52","2915.52",119,0,119,1,"0","0"
"40192266",3,"6577.05","2192.35",512,0,255,3,"0.2","0"
"40256341",1,"1477.71","1477.71",277,0,277,1,"0.4222222222222222","0"
"40275138",3,"2148.3","716.1",417,1,21,3,"0.007407407407407408","0"
"40277444",3,"8473.16","2824.3866666666668",458,0,184,3,"0.08888888888888889","0"
"40305293",3,"5259.43","1753.1433333333334",568,0,147,2,"0.1925925925925926","0"
"40387944",2,"2641.26","1320.63",549,0,250,2,"0","0"
"40392019",4,"9763.56","2440.89",447,0,273,3,"0.20555555555555555","0"
"40419593",1,"225.21","225.21",31,0,31,1,"0","0"
"40434527",2,"3992.71","1996.355",314,0,186,2,"0.16666666666666666","0"
"40563029",2,"5539.73","2769.865",573,0,559,2,"0.05555555555555555","0"
"40587811",3,"8842.44","2947.48",336,1,3,2,"0","0"
"40593638",2,"4534.24","2267.12",498,0,198,2,"0.044444444444444446","0"
"40626729",1,"1613.11","1613.11",20,1,20,1,"0.3333333333333333","0"
"40643232",2,"1925.01","962.505",402,0,159,2,"0","0"
"40667183",1,"3587.82","3587.82",47,0,47,1,"0","0"
"40692378",1,"2330.28","2330.28",514,0,514,1,"0.044444444444444446","0"
"40703374",4,"6549.45","1637.3625",537,0,364,3,"0.08333333333333333","0"
"40727086",4,"10896.45","2724.1125",476,0,86,3,"0.16666666666666666","0"
"40841791",2,"6226.97","3113.485",269,0,134,2,"0.2","0"
"40858753",2,"3018.44","1509.22",491,0,92,2,"0.32222222222222224","0"
"40871915",2,"3699.78","1849.89",421,0,402,1,"0.26666666666666666","0"
"40986000",1,"4191.3","4191.3",363,0,363,1,"0.15555555555555556","0"
"41008070",3,"6387.64","2129.213333333333",465,0,84,3,"0.1037037037037037","0"
"41073776",2,"6054.68","3027.34",349,0,280,2,"0.03333333333333333","0"
"41146001",2,"1928.05","964.025",577,0,335,2,"0.23333333333333334","0"
"41155125",4,"9806.86","2451.715",502,0,139,4,"0.15","0"
"41164215",4,"10050.22","2512.555",379,0,140,3,"0.09444444444444444","0"
"41168392",2,"2810.94","1405.47",192,1,25,2,"0","0"
"41181125",2,"6007.15","3003.575",386,1,4,2,"0.05555555555555555","0"
"41194825",3,"6905.38","2301.7933333333335",548,0,420,3,"0.15555555555555556","0"
"41261495",2,"2268.73","1134.365",422,0,55,2,"0.06666666666666667","0"
"41395224",1,"2419.46","2419.46",287,0,287,1,"0.022222222222222223","0"
"41439103",1,"2655.22","2655.22",266,0,266,1,"0","0"
"41494517",2,"845.02","422.51",582,0,402,2,"0.24444444444444444","0"
"41494867",2,"3124.71","1562.355",320,0,277,2,"0.05555555555555555","0"
"41612464",1,"1380.66","1380.66",71,0,71,1,"0.044444444444444446","0"
"41640262",6,"12760.74","2126.79",493,0,130,5,"0.06296296296296296","0"
"41647393",3,"3735.06","1245.02",332,0,78,3,"0.05925925925925926","0"
"41811800",2,"2183.48","1091.74",249,0,166,2,"0.2111111111111111","0"
"40015980",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"41874489",3,"9818.12","3272.7066666666665",444,0,181,3,"0.14074074074074075","0"
"41878908",4,"8718.88","2179.72",582,0,358,3,"0.17222222222222222","0"
"41972994",2,"4990.31","2495.155",581,0,266,2,"0.03333333333333333","0"
"42012717",4,"10936.03","2734.0075",552,0,117,4,"0.19444444444444445","0"
"42102289",3,"6385.79","2128.596666666667",201,1,5,3,"0.1111111111111111","0"
"42208242",4,"9151.63","2287.9075",523,1,8,4,"0.06666666666666667","0"
"42227189",2,"3897.64","1948.82",365,0,244,2,"0.15555555555555556","0"
"42262168",3,"4332.24","1444.08",541,0,54,3,"0.05925925925925926","0"
"42272393",1,"785.67","785.67",262,0,262,1,"0.022222222222222223","0"
"42366724",4,"7475.61","1868.9025",595,1,27,4,"0.07777777777777778","0"
"42432226",2,"885.89","442.945",209,0,81,1,"0.011111111111111112","0"
"42465414",2,"2606.28","1303.14",524,0,106,2,"0.2111111111111111","0"
"42514124",3,"2630.01","876.67",473,0,280,3,"0.05925925925925926","0"
"42589311",2,"5880.03","2940.015",531,0,196,2,"0.17777777777777778","0"
"42615134",1,"3371.28","3371.28",385,0,385,1,"0","0"
"42723554",5,"11873.06","2374.612",572,0,158,4,"0.044444444444444446","0"
"42781544",2,"5595.24","2797.62",121,0,111,2,"0.13333333333333333","0"
"79944855",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"42872865",1,"474.34","474.34",8,1,8,1,"0.24444444444444444","0"
"42989999",3,"9290.13","3096.71",374,1,20,3,"0.14814814814814814","0"
"43034188",2,"3713.64","1856.82",392,0,37,2,"0.23333333333333334","0"
"43052303",4,"11138.18","2784.545",457,1,20,3,"0.11666666666666667","0"
"43066953",1,"2839.24","2839.24",348,0,348,1,"0.35555555555555557","0"
"43243913",1,"993.86","993.86",397,0,397,1,"0.35555555555555557","0"
"43256928",3,"9976.9","3325.633333333333",477,0,161,3,"0.06666666666666667","0"
"43295656",4,"8914.42","2228.605",590,1,1,4,"0.09444444444444444","0"
"43307488",1,"261.03","261.03",182,0,182,1,"0.13333333333333333","0"
"43367112",3,"5273.8","1757.9333333333334",597,0,269,3,"0.014814814814814815","0"
"43377076",2,"2558.88","1279.44",493,0,105,2,"0.011111111111111112","0"
"43431724",2,"4608.03","2304.015",432,0,372,2,"0","0"
"43459807",1,"123.74","123.74",345,0,345,1,"0.08888888888888889","0"
"43518622",2,"4672.7","2336.35",537,0,156,2,"0","0"
"43519553",1,"1441","1441",160,0,160,1,"0.5333333333333333","0"
"43599910",3,"5339.9","1779.9666666666667",348,1,4,2,"0.18518518518518517","0"
"43784632",3,"8887.32","2962.44",185,0,76,3,"0.2074074074074074","0"
"1589656",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"43799224",2,"765.27","382.635",200,1,12,2,"0.4777777777777778","0"
"43860025",2,"6861.13","3430.565",424,0,393,2,"0.34444444444444444","0"
"43980719",1,"785.67","785.67",87,0,87,1,"0","0"
"43990799",3,"8492.64","2830.88",520,1,21,3,"0.029629629629629627","0"
"44030130",3,"5423.54","1807.8466666666666",170,1,13,2,"0.007407407407407408","0"
"44050697",3,"5277.45","1759.15",540,0,234,3,"0.23703703703703705","0"
"44139071",2,"2687.67","1343.835",491,0,301,2,"0.13333333333333333","0"
"44149982",4,"7984.5","1996.125",391,0,115,3,"0.3055555555555556","0"
"44174426",1,"3064.36","3064.36",514,0,514,1,"0.3333333333333333","0"
"44198187",1,"2313.22","2313.22",443,0,443,1,"0.022222222222222223","0"
"44223796",4,"11971.46","2992.865",311,0,34,4,"0.08888888888888889","0"
"44269569",3,"4768.97","1589.6566666666668",172,0,47,3,"0.2074074074074074","0"
"44409533",4,"11653.05","2913.2625",562,0,121,4,"0.18333333333333332","0"
"44410149",6,"17552.69","2925.4483333333333",534,0,170,5,"0.1037037037037037","0"
"44477365",2,"4676.85","2338.425",509,0,185,2,"0.18888888888888888","0"
"44557943",2,"6674.71","3337.355",551,0,424,2,"0.044444444444444446","0"
"44562310",3,"7461.76","2487.2533333333336",479,0,393,3,"0.08888888888888889","0"
"88046313",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"44589829",4,"8865.85","2216.4625",526,0,113,3,"0.05555555555555555","0"
"44723662",2,"4433.79","2216.895",461,0,440,2,"0.28888888888888886","0"
"44776601",2,"3678.31","1839.155",413,0,135,2,"0.23333333333333334","0"
"44828791",4,"4878.81","1219.7025",270,0,88,3,"0.07777777777777778","0"
"44859592",1,"755.91","755.91",102,0,102,1,"0","0"
"44888581",2,"2291.55","1145.775",86,0,37,2,"0","0"
"44928499",2,"3858.51","1929.255",587,0,474,1,"0.13333333333333333","0"
"45028365",2,"6351.75","3175.875",588,0,312,2,"0.14444444444444443","0"
"45033270",1,"3702.6","3702.6",83,0,83,1,"0","0"
"45052594",3,"8936.66","2978.8866666666668",504,0,164,2,"0.1259259259259259","0"
"45066676",3,"7158.5","2386.1666666666665",411,0,33,3,"0.2074074074074074","0"
"45071436",2,"2971.48","1485.74",329,0,274,2,"0.011111111111111112","0"
"45166203",4,"8987.42","2246.855",537,0,185,3,"0.05","0"
"45314389",2,"5199.04","2599.52",351,0,33,2,"0.1","0"
"45323391",3,"7664.27","2554.7566666666667",585,0,120,3,"0.08888888888888889","0"
"45383958",1,"1460.67","1460.67",254,0,254,1,"0","0"
"45477575",5,"13118.19","2623.638",387,0,42,4,"0.08888888888888889","0"
"24107959",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"45481936",2,"3280.21","1640.105",198,0,80,1,"0.2777777777777778","0"
"45546750",1,"2229.88","2229.88",268,0,268,1,"0.17777777777777778","0"
"45586151",3,"7338.89","2446.2966666666666",486,0,148,2,"0.014814814814814815","0"
"45659330",3,"5961.19","1987.0633333333333",536,0,238,3,"0.022222222222222223","0"
"45700473",3,"10020.13","3340.0433333333335",579,0,298,3,"0.3333333333333333","0"
"45700739",2,"7376.91","3688.455",562,0,213,2,"0.044444444444444446","0"
"45708879",3,"5857.36","1952.4533333333334",550,1,20,3,"0.007407407407407408","0"
"45804389",3,"8838.9","2946.3",586,0,117,3,"0.22962962962962963","0"
"45868300",3,"7800.89","2600.2966666666666",579,0,150,2,"0.007407407407407408","0"
"46023497",1,"325.08","325.08",141,0,141,1,"0","0"
"46088132",1,"242.57","242.57",252,0,252,1,"0.5333333333333333","0"
"46185579",4,"7882.88","1970.72",338,1,22,3,"0.044444444444444446","0"
"46208150",4,"7588.48","1897.12",419,0,139,2,"0.1111111111111111","0"
"46313756",3,"2952.84","984.28",535,0,193,3,"0.2518518518518518","0"
"46378942",1,"3988.44","3988.44",407,0,407,1,"0","0"
"46504355",5,"13419.51","2683.902",532,0,338,4,"0.13777777777777778","0"
"46515922",1,"3639.83","3639.83",9,1,9,1,"0.3333333333333333","0"
"4438410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"46563355",2,"5300.42","2650.21",52,0,36,2,"0","0"
"46564935",1,"3751.55","3751.55",327,0,327,1,"0","0"
"46615831",3,"9938.48","3312.826666666667",337,0,266,2,"0.06666666666666667","0"
"46623192",6,"11109.06","1851.51",479,0,131,5,"0.2","0"
"46629917",3,"8056.88","2685.6266666666666",447,0,220,2,"0.18518518518518517","0"
"46675763",2,"4202.82","2101.41",425,0,344,2,"0","0"
"46682777",1,"765.76","765.76",484,0,484,1,"0","0"
"46684081",1,"1131.6","1131.6",267,0,267,1,"0.5111111111111111","0"
"46686696",3,"5359.65","1786.55",548,1,18,3,"0.17777777777777778","0"
"46699982",4,"10340.96","2585.24",482,0,321,3,"0.022222222222222223","0"
"46717997",3,"10379.45","3459.8166666666666",245,1,28,2,"0.05185185185185185","0"
"46741896",4,"8038.16","2009.54",534,1,24,2,"0.03333333333333333","0"
"46802633",2,"3277.21","1638.605",78,1,15,2,"0","0"
"46828932",1,"1517","1517",537,0,537,1,"0.3111111111111111","0"
"46836361",2,"4058.95","2029.475",276,1,29,2,"0.1111111111111111","0"
"46848302",2,"3861.03","1930.515",541,0,536,2,"0.14444444444444443","0"
"46875863",4,"7450.38","1862.595",452,0,31,4,"0.08333333333333333","0"
"86226771",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"46876240",3,"8896.76","2965.5866666666666",593,0,71,3,"0.11851851851851852","0"
"46885873",2,"5424.1","2712.05",398,0,175,2,"0.03333333333333333","0"
"46989310",4,"7205.18","1801.295",576,0,71,3,"0.17777777777777778","0"
"47043878",2,"2753.4","1376.7",226,0,187,2,"0.05555555555555555","0"
"47125914",2,"4103.79","2051.895",541,0,303,2,"0.05555555555555555","0"
"47206881",3,"6232.05","2077.35",404,0,339,2,"0.1037037037037037","0"
"47215976",3,"2886.07","962.0233333333333",299,0,104,2,"0.14074074074074075","0"
"47274329",4,"6683.52","1670.88",512,0,296,4,"0.05","0"
"47295676",2,"4273.62","2136.81",339,0,333,2,"0.12222222222222222","0"
"47387512",1,"2943.17","2943.17",400,0,400,1,"0.26666666666666666","0"
"47503133",3,"5516.1","1838.7",487,0,234,3,"0.08888888888888889","0"
"47515046",2,"1518.97","759.485",522,0,513,2,"0.03333333333333333","0"
"47577193",3,"6003.39","2001.13",466,0,68,2,"0.05185185185185185","0"
"47590944",3,"6441.05","2147.016666666667",577,0,125,2,"0.08888888888888889","0"
"47618810",2,"3748.98","1874.49",494,0,422,1,"0.13333333333333333","0"
"47625855",6,"13056.68","2176.1133333333332",500,1,19,3,"0.12962962962962962","0"
"47822591",1,"3090.86","3090.86",554,0,554,1,"0.2222222222222222","0"
"47939657",2,"4656.06","2328.03",92,1,28,2,"0.03333333333333333","0"
"47955004",3,"6545.39","2181.7966666666666",446,0,281,3,"0.11851851851851852","0"
"47990044",1,"77.11","77.11",179,0,179,1,"0","0"
"48002829",2,"5469.88","2734.94",527,0,108,2,"0.07777777777777778","0"
"48033969",2,"2105.79","1052.895",147,0,117,2,"0.14444444444444443","0"
"48150243",2,"4652.27","2326.135",328,0,157,2,"0.12222222222222222","0"
"48158494",2,"6011.42","3005.71",577,0,540,1,"0.044444444444444446","0"
"48160359",2,"6188.94","3094.47",360,0,319,1,"0.16666666666666666","0"
"48167795",2,"913.17","456.585",272,0,61,2,"0","0"
"48228547",4,"7583.37","1895.8425",533,0,178,4,"0.06111111111111111","0"
"48268435",2,"1998.25","999.125",235,0,44,2,"0.05555555555555555","0"
"48281892",4,"11845.08","2961.27",582,0,129,4,"0.18888888888888888","0"
"48284116",2,"3489.5","1744.75",564,0,349,2,"0","0"
"48358028",3,"5875.05","1958.35",558,0,81,2,"0.05925925925925926","0"
"48409448",2,"6846.05","3423.025",360,0,167,2,"0.34444444444444444","0"
"48418662",4,"5656.85","1414.2125",494,1,19,3,"0.09444444444444444","0"
"48481702",1,"3323.75","3323.75",79,0,79,1,"0","0"
"18771682",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"48511124",2,"6484.73","3242.365",585,0,203,2,"0","0"
"48554440",3,"7958.89","2652.963333333333",527,0,136,3,"0.2222222222222222","0"
"48716374",2,"4296.87","2148.435",541,0,321,2,"0.1","0"
"48730063",2,"3473.02","1736.51",387,0,330,1,"0.13333333333333333","0"
"48765625",1,"1172.69","1172.69",124,0,124,1,"0","0"
"48776805",3,"9272.96","3090.9866666666667",522,1,28,2,"0.07407407407407407","0"
"48778633",3,"8076.2","2692.0666666666666",500,0,393,3,"0.05925925925925926","0"
"48943848",2,"6554.45","3277.225",314,0,309,2,"0.03333333333333333","0"
"49050014",2,"6662.75","3331.375",413,0,219,2,"0.08888888888888889","0"
"49117070",1,"2925.56","2925.56",69,0,69,1,"0.044444444444444446","0"
"49136375",4,"7024.07","1756.0175",484,0,30,3,"0.1388888888888889","0"
"49147776",3,"3719.06","1239.6866666666667",568,0,73,2,"0.022222222222222223","0"
"49152878",4,"7062.54","1765.635",423,0,111,4,"0.027777777777777776","0"
"49241309",2,"3826.61","1913.305",384,0,245,2,"0.011111111111111112","0"
"49258916",1,"1706.73","1706.73",571,0,571,1,"0","0"
"49260858",1,"6161.48","6161.48",551,0,551,1,"0","0"
"49371494",2,"2126.19","1063.095",505,0,319,2,"0","0"
"58238092",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"49433260",5,"11243.23","2248.646",579,0,110,4,"0.1111111111111111","0"
"49449238",2,"7182.92","3591.46",301,0,142,2,"0.2111111111111111","0"
"49457685",1,"3773.85","3773.85",234,0,234,1,"0.13333333333333333","0"
